Start Date,1/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,11/15/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp
9/18/2019,,,IG4,54,0.000121959,0.002226045,0.006402726,0.015833733,0.273,115.676,IG4,54,0.000121959,0.002226045,0.006402726,0.015833733,0.434,113.027,IG4,54,0.000121959,0.002226045,0.006402726,0.015833733,1.852,103.487,IG4,54,0.000121959,0.002226045,0.006402726,0.015833733,2.769,109.328,IG4,54,0.000121959,0.002226045,0.006402726,0.015833733,2.892,115.115,IG4,54,0.000121959,0.002226045,0.006402726,0.015833733
9/19/2019,,,IG4,54.4,0.000130322,0.002308861,0.006576281,0.016146511,0.293,115.522,IG4,54.4,0.000130322,0.002308861,0.006576281,0.016146511,0.465,112.736,IG4,54.4,0.000130322,0.002308861,0.006576281,0.016146511,1.848,103.52,IG4,54.4,0.000130322,0.002308861,0.006576281,0.016146511,2.748,109.484,IG4,54.4,0.000130322,0.002308861,0.006576281,0.016146511,2.868,115.314,IG4,54.4,0.000130322,0.002308861,0.006576281,0.016146511
9/20/2019,,,IG4,54,0.000122363,0.002229591,0.006409527,0.015844181,0.292,115.521,IG4,54,0.000122363,0.002229591,0.006409527,0.015844181,0.458,112.793,IG4,54,0.000122363,0.002229591,0.006409527,0.015844181,1.843,103.571,IG4,54,0.000122363,0.002229591,0.006409527,0.015844181,2.668,110.127,IG4,54,0.000122363,0.002229591,0.006409527,0.015844181,2.769,116.187,IG4,54,0.000122363,0.002229591,0.006409527,0.015844181
9/23/2019,,,IG4,53.7,0.000127762,0.002285822,0.006530749,0.016071877,0.258,115.755,IG4,53.7,0.000127762,0.002285822,0.006530749,0.016071877,0.421,113.116,IG4,53.7,0.000127762,0.002285822,0.006530749,0.016071877,1.767,104.255,IG4,53.7,0.000127762,0.002285822,0.006530749,0.016071877,2.668,110.125,IG4,53.7,0.000127762,0.002285822,0.006530749,0.016071877,2.777,116.11,IG4,53.7,0.000127762,0.002285822,0.006530749,0.016071877
9/24/2019,,,IG4,54.2,0.000139656,0.002402297,0.006775034,0.016515232,0.251,115.798,IG4,54.2,0.000139656,0.002402297,0.006775034,0.016515232,0.412,113.199,IG4,54.2,0.000139656,0.002402297,0.006775034,0.016515232,1.75,104.403,IG4,54.2,0.000139656,0.002402297,0.006775034,0.016515232,2.589,110.753,IG4,54.2,0.000139656,0.002402297,0.006775034,0.016515232,2.708,116.725,IG4,54.2,0.000139656,0.002402297,0.006775034,0.016515232
9/25/2019,,,IG4,54.1,0.000137845,0.002383421,0.006733881,0.016436006,0.262,115.712,IG4,54.1,0.000137845,0.002383421,0.006733881,0.016436006,0.429,113.041,IG4,54.1,0.000137845,0.002383421,0.006733881,0.016436006,1.771,104.209,IG4,54.1,0.000137845,0.002383421,0.006733881,0.016436006,2.69,109.94,IG4,54.1,0.000137845,0.002383421,0.006733881,0.016436006,2.793,115.964,IG4,54.1,0.000137845,0.002383421,0.006733881,0.016436006
9/26/2019,,,IG4,54,0.000135419,0.002360345,0.006686168,0.01635109,0.225,115.95,IG4,54,0.000135419,0.002360345,0.006686168,0.01635109,0.393,113.351,IG4,54,0.000135419,0.002360345,0.006686168,0.01635109,1.762,104.292,IG4,54,0.000135419,0.002360345,0.006686168,0.01635109,2.639,110.337,IG4,54,0.000135419,0.002360345,0.006686168,0.01635109,2.75,116.331,IG4,54,0.000135419,0.002360345,0.006686168,0.01635109
9/27/2019,,,IG4,53.9,0.000131696,0.002324363,0.006611284,0.016216781,0.2,116.119,IG4,53.9,0.000131696,0.002324363,0.006611284,0.016216781,0.377,113.483,IG4,53.9,0.000131696,0.002324363,0.006611284,0.016216781,1.748,104.417,IG4,53.9,0.000131696,0.002324363,0.006611284,0.016216781,2.618,110.504,IG4,53.9,0.000131696,0.002324363,0.006611284,0.016216781,2.735,116.461,IG4,53.9,0.000131696,0.002324363,0.006611284,0.016216781
9/30/2019,,,IG4,54.3,0.000131435,0.002321748,0.006605746,0.016206601,0.167,116.347,IG4,54.3,0.000131435,0.002321748,0.006605746,0.016206601,0.352,113.709,IG4,54.3,0.000131435,0.002321748,0.006605746,0.016206601,1.752,104.375,IG4,54.3,0.000131435,0.002321748,0.006605746,0.016206601,2.626,110.443,IG4,54.3,0.000131435,0.002321748,0.006605746,0.016206601,2.733,116.473,IG4,54.3,0.000131435,0.002321748,0.006605746,0.016206601
10/1/2019,,,IG4,54.8,0.000141647,0.002420072,0.006810487,0.016574947,0.116,116.699,IG4,54.8,0.000141647,0.002420072,0.006810487,0.016574947,0.308,114.098,IG4,54.8,0.000141647,0.002420072,0.006810487,0.016574947,1.744,104.451,IG4,54.8,0.000141647,0.002420072,0.006810487,0.016574947,2.598,110.661,IG4,54.8,0.000141647,0.002420072,0.006810487,0.016574947,2.71,116.678,IG4,54.8,0.000141647,0.002420072,0.006810487,0.016574947
10/2/2019,,,IG4,55.5,0.000158962,0.002579863,0.007139121,0.017160754,0.129,116.601,IG4,55.5,0.000158962,0.002579863,0.007139121,0.017160754,0.331,113.883,IG4,55.5,0.000158962,0.002579863,0.007139121,0.017160754,1.784,104.088,IG4,55.5,0.000158962,0.002579863,0.007139121,0.017160754,2.586,110.759,IG4,55.5,0.000158962,0.002579863,0.007139121,0.017160754,2.685,116.894,IG4,55.5,0.000158962,0.002579863,0.007139121,0.017160754
10/3/2019,,,IG4,55.3,0.000152416,0.00252122,0.007020072,0.016951985,0.13,116.574,IG4,55.3,0.000152416,0.00252122,0.007020072,0.016951985,0.331,113.868,IG4,55.3,0.000152416,0.00252122,0.007020072,0.016951985,1.792,104.015,IG4,55.3,0.000152416,0.00252122,0.007020072,0.016951985,2.528,111.215,IG4,55.3,0.000152416,0.00252122,0.007020072,0.016951985,2.652,117.179,IG4,55.3,0.000152416,0.00252122,0.007020072,0.016951985
10/4/2019,,,IG4,54.9,0.000144776,0.002450484,0.00687455,0.016692756,0.136,116.528,IG4,54.9,0.000144776,0.002450484,0.00687455,0.016692756,0.333,113.851,IG4,54.9,0.000144776,0.002450484,0.00687455,0.016692756,1.776,104.158,IG4,54.9,0.000144776,0.002450484,0.00687455,0.016692756,2.537,111.138,IG4,54.9,0.000144776,0.002450484,0.00687455,0.016692756,2.653,117.162,IG4,54.9,0.000144776,0.002450484,0.00687455,0.016692756
10/7/2019,,,IG4,55.5,0.000141336,0.002417769,0.006806513,0.016570011,0.14,116.491,IG4,55.5,0.000141336,0.002417769,0.006806513,0.016570011,0.342,113.765,IG4,55.5,0.000141336,0.002417769,0.006806513,0.016570011,1.786,104.065,IG4,55.5,0.000141336,0.002417769,0.006806513,0.016570011,2.567,110.897,IG4,55.5,0.000141336,0.002417769,0.006806513,0.016570011,2.675,116.965,IG4,55.5,0.000141336,0.002417769,0.006806513,0.016570011
10/8/2019,,,IG4,56,0.000152841,0.0025254,0.007028997,0.016968817,0.123,116.603,IG4,56,0.000152841,0.0025254,0.007028997,0.016968817,0.326,113.904,IG4,56,0.000152841,0.0025254,0.007028997,0.016968817,1.764,104.26,IG4,56,0.000152841,0.0025254,0.007028997,0.016968817,2.536,111.14,IG4,56,0.000152841,0.0025254,0.007028997,0.016968817,2.651,117.178,IG4,56,0.000152841,0.0025254,0.007028997,0.016968817
10/9/2019,,,IG4,55.8,0.00014965,0.002493802,0.006961339,0.016840857,0.164,116.309,IG4,55.8,0.00014965,0.002493802,0.006961339,0.016840857,0.368,113.52,IG4,55.8,0.00014965,0.002493802,0.006961339,0.016840857,1.804,103.899,IG4,55.8,0.00014965,0.002493802,0.006961339,0.016840857,2.58,110.785,IG4,55.8,0.00014965,0.002493802,0.006961339,0.016840857,2.678,116.923,IG4,55.8,0.00014965,0.002493802,0.006961339,0.016840857
10/10/2019,,,IG4,55.9,0.000151536,0.002508648,0.006988769,0.016881329,0.215,115.928,IG4,55.9,0.000151536,0.002508648,0.006988769,0.016881329,0.433,112.931,IG4,55.9,0.000151536,0.002508648,0.006988769,0.016881329,1.911,102.948,IG4,55.9,0.000151536,0.002508648,0.006988769,0.016881329,2.647,110.23,IG4,55.9,0.000151536,0.002508648,0.006988769,0.016881329,2.755,116.222,IG4,55.9,0.000151536,0.002508648,0.006988769,0.016881329
10/11/2019,,,IG4,55.7,0.000147261,0.002468037,0.00690383,0.016726114,0.198,116.039,IG4,55.7,0.000147261,0.002468037,0.00690383,0.016726114,0.425,112.996,IG4,55.7,0.000147261,0.002468037,0.00690383,0.016726114,1.991,102.243,IG4,55.7,0.000147261,0.002468037,0.00690383,0.016726114,2.681,109.957,IG4,55.7,0.000147261,0.002468037,0.00690383,0.016726114,2.79,115.909,IG4,55.7,0.000147261,0.002468037,0.00690383,0.016726114
10/14/2019,,,IG4,57,0.000155668,0.002545404,0.007062971,0.017010154,0.201,116.012,IG4,57,0.000155668,0.002545404,0.007062971,0.017010154,0.418,113.059,IG4,57,0.000155668,0.002545404,0.007062971,0.017010154,1.919,102.873,IG4,57,0.000155668,0.002545404,0.007062971,0.017010154,2.681,109.957,IG4,57,0.000155668,0.002545404,0.007062971,0.017010154,2.79,115.909,IG4,57,0.000155668,0.002545404,0.007062971,0.017010154
10/15/2019,,,IG4,56.7,0.000149739,0.002489401,0.006945886,0.01679588,0.213,115.925,IG4,56.7,0.000149739,0.002489401,0.006945886,0.01679588,0.436,112.897,IG4,56.7,0.000149739,0.002489401,0.006945886,0.01679588,1.958,102.53,IG4,56.7,0.000149739,0.002489401,0.006945886,0.01679588,2.709,109.735,IG4,56.7,0.000149739,0.002489401,0.006945886,0.01679588,2.842,115.444,IG4,56.7,0.000149739,0.002489401,0.006945886,0.01679588
10/16/2019,,,IG4,56.6,0.000147049,0.002463467,0.006891219,0.016694895,0.215,115.903,IG4,56.6,0.000147049,0.002463467,0.006891219,0.016694895,0.43,112.945,IG4,56.6,0.000147049,0.002463467,0.006891219,0.016694895,1.953,102.568,IG4,56.6,0.000147049,0.002463467,0.006891219,0.016694895,2.693,109.857,IG4,56.6,0.000147049,0.002463467,0.006891219,0.016694895,2.819,115.644,IG4,56.6,0.000147049,0.002463467,0.006891219,0.016694895
10/17/2019,,,IG4,56.4,0.000142641,0.002422171,0.006805834,0.016541964,0.202,115.97,IG4,56.4,0.000142641,0.002422171,0.006805834,0.016541964,0.409,113.12,IG4,56.4,0.000142641,0.002422171,0.006805834,0.016541964,1.877,103.244,IG4,56.4,0.000142641,0.002422171,0.006805834,0.016541964,2.725,109.593,IG4,56.4,0.000142641,0.002422171,0.006805834,0.016541964,2.817,115.649,IG4,56.4,0.000142641,0.002422171,0.006805834,0.016541964
10/18/2019,,,IG4,56.4,0.000141523,0.00241042,0.006780007,0.016491602,0.215,115.878,IG4,56.4,0.000141523,0.00241042,0.006780007,0.016491602,0.425,112.967,IG4,56.4,0.000141523,0.00241042,0.006780007,0.016491602,1.888,103.143,IG4,56.4,0.000141523,0.00241042,0.006780007,0.016491602,2.694,109.84,IG4,56.4,0.000141523,0.00241042,0.006780007,0.016491602,2.791,115.87,IG4,56.4,0.000141523,0.00241042,0.006780007,0.016491602
10/21/2019,,,IG4,57.4,0.000142113,0.002415044,0.006788421,0.016503495,0.213,115.884,IG4,57.4,0.000142113,0.002415044,0.006788421,0.016503495,0.437,112.864,IG4,57.4,0.000142113,0.002415044,0.006788421,0.016503495,1.923,102.831,IG4,57.4,0.000142113,0.002415044,0.006788421,0.016503495,2.703,109.765,IG4,57.4,0.000142113,0.002415044,0.006788421,0.016503495,2.824,115.58,IG4,57.4,0.000142113,0.002415044,0.006788421,0.016503495
10/22/2019,,,IG4,57.6,0.000146813,0.002459195,0.006879852,0.016667614,0.207,115.921,IG4,57.6,0.000146813,0.002459195,0.006879852,0.016667614,0.42,113.003,IG4,57.6,0.000146813,0.002459195,0.006879852,0.016667614,1.88,103.215,IG4,57.6,0.000146813,0.002459195,0.006879852,0.016667614,2.658,110.12,IG4,57.6,0.000146813,0.002459195,0.006879852,0.016667614,2.789,115.883,IG4,57.6,0.000146813,0.002459195,0.006879852,0.016667614
10/23/2019,,,IG4,57.7,0.0001481,0.002472122,0.006907717,0.016720701,0.19,116.027,IG4,57.7,0.0001481,0.002472122,0.006907717,0.016720701,0.399,113.185,IG4,57.7,0.0001481,0.002472122,0.006907717,0.016720701,1.848,103.496,IG4,57.7,0.0001481,0.002472122,0.006907717,0.016720701,2.724,109.586,IG4,57.7,0.0001481,0.002472122,0.006907717,0.016720701,2.812,115.68,IG4,57.7,0.0001481,0.002472122,0.006907717,0.016720701
10/24/2019,,,IG4,57.5,0.000144893,0.002442317,0.006846277,0.016611039,0.17,116.149,IG4,57.5,0.000144893,0.002442317,0.006846277,0.016611039,0.379,113.35,IG4,57.5,0.000144893,0.002442317,0.006846277,0.016611039,1.79,104.009,IG4,57.5,0.000144893,0.002442317,0.006846277,0.016611039,2.72,109.615,IG4,57.5,0.000144893,0.002442317,0.006846277,0.016611039,2.797,115.794,IG4,57.5,0.000144893,0.002442317,0.006846277,0.016611039
10/25/2019,,,IG5,61.3,0.000248302,0.003285165,0.008515379,0.019500079,0.215,115.83,IG5,61.3,0.000248302,0.003285165,0.008515379,0.019500079,0.443,112.78,IG5,61.3,0.000248302,0.003285165,0.008515379,0.019500079,1.869,103.303,IG5,61.3,0.000248302,0.003285165,0.008515379,0.019500079,2.731,109.526,IG5,61.3,0.000248302,0.003285165,0.008515379,0.019500079,2.835,115.453,IG5,61.3,0.000248302,0.003285165,0.008515379,0.019500079
10/28/2019,,,IG5,62.3,0.000251132,0.003304426,0.008550769,0.019555792,0.207,115.879,IG5,62.3,0.000251132,0.003304426,0.008550769,0.019555792,0.448,112.735,IG5,62.3,0.000251132,0.003304426,0.008550769,0.019555792,1.903,103.003,IG5,62.3,0.000251132,0.003304426,0.008550769,0.019555792,2.739,109.457,IG5,62.3,0.000251132,0.003304426,0.008550769,0.019555792,2.824,115.549,IG5,62.3,0.000251132,0.003304426,0.008550769,0.019555792
10/29/2019,,,IG5,62.6,0.000259989,0.0033687,0.008674075,0.019764441,0.204,115.89,IG5,62.6,0.000259989,0.0033687,0.008674075,0.019764441,0.444,112.764,IG5,62.6,0.000259989,0.0033687,0.008674075,0.019764441,1.882,103.189,IG5,62.6,0.000259989,0.0033687,0.008674075,0.019764441,2.743,109.424,IG5,62.6,0.000259989,0.0033687,0.008674075,0.019764441,2.849,115.325,IG5,62.6,0.000259989,0.0033687,0.008674075,0.019764441
10/30/2019,,,IG5,62.3,0.000250326,0.003298148,0.008538269,0.019533502,0.202,115.901,IG5,62.3,0.000250326,0.003298148,0.008538269,0.019533502,0.437,112.824,IG5,62.3,0.000250326,0.003298148,0.008538269,0.019533502,1.86,103.386,IG5,62.3,0.000250326,0.003298148,0.008538269,0.019533502,2.688,109.854,IG5,62.3,0.000250326,0.003298148,0.008538269,0.019533502,2.807,115.694,IG5,62.3,0.000250326,0.003298148,0.008538269,0.019533502
10/31/2019,,,IG5,62.4,0.00025394,0.003327082,0.008596728,0.019639894,0.159,116.178,IG5,62.4,0.00025394,0.003327082,0.008596728,0.019639894,0.389,113.231,IG5,62.4,0.00025394,0.003327082,0.008596728,0.019639894,1.801,103.905,IG5,62.4,0.00025394,0.003327082,0.008596728,0.019639894,2.614,110.438,IG5,62.4,0.00025394,0.003327082,0.008596728,0.019639894,2.743,116.244,IG5,62.4,0.00025394,0.003327082,0.008596728,0.019639894
11/1/2019,,,IG5,62.1,0.000243961,0.003252059,0.00845035,0.019386524,0.161,116.155,IG5,62.1,0.000243961,0.003252059,0.00845035,0.019386524,0.404,113.099,IG5,62.1,0.000243961,0.003252059,0.00845035,0.019386524,1.832,103.628,IG5,62.1,0.000243961,0.003252059,0.00845035,0.019386524,2.6,110.545,IG5,62.1,0.000243961,0.003252059,0.00845035,0.019386524,2.738,116.29,IG5,62.1,0.000243961,0.003252059,0.00845035,0.019386524
11/4/2019,,,IG5,62.7,0.000250846,0.003301898,0.008545421,0.019545477,0.151,116.221,IG5,62.7,0.000250846,0.003301898,0.008545421,0.019545477,0.413,113.012,IG5,62.7,0.000250846,0.003301898,0.008545421,0.019545477,1.876,103.236,IG5,62.7,0.000250846,0.003301898,0.008545421,0.019545477,2.676,109.938,IG5,62.7,0.000250846,0.003301898,0.008545421,0.019545477,2.787,115.847,IG5,62.7,0.000250846,0.003301898,0.008545421,0.019545477
11/5/2019,,,IG5,62.6,0.000247444,0.003275312,0.008492424,0.019450867,0.159,116.158,IG5,62.6,0.000247444,0.003275312,0.008492424,0.019450867,0.438,112.794,IG5,62.6,0.000247444,0.003275312,0.008492424,0.019450867,1.926,102.793,IG5,62.6,0.000247444,0.003275312,0.008492424,0.019450867,2.73,109.506,IG5,62.6,0.000247444,0.003275312,0.008492424,0.019450867,2.861,115.193,IG5,62.6,0.000247444,0.003275312,0.008492424,0.019450867
11/6/2019,,,IG5,62.5,0.000244241,0.003252569,0.008449578,0.019380676,0.149,116.223,IG5,62.5,0.000244241,0.003252569,0.008449578,0.019380676,0.421,112.939,IG5,62.5,0.000244241,0.003252569,0.008449578,0.019380676,1.859,103.386,IG5,62.5,0.000244241,0.003252569,0.008449578,0.019380676,2.686,109.854,IG5,62.5,0.000244241,0.003252569,0.008449578,0.019380676,2.822,115.532,IG5,62.5,0.000244241,0.003252569,0.008449578,0.019380676
11/7/2019,,,IG5,62.8,0.000254449,0.003321668,0.008576137,0.019578834,0.215,115.742,IG5,62.8,0.000254449,0.003321668,0.008576137,0.019578834,0.506,112.181,IG5,62.8,0.000254449,0.003321668,0.008576137,0.019578834,1.932,102.737,IG5,62.8,0.000254449,0.003321668,0.008576137,0.019578834,2.753,109.309,IG5,62.8,0.000254449,0.003321668,0.008576137,0.019578834,2.874,115.061,IG5,62.8,0.000254449,0.003321668,0.008576137,0.019578834
11/8/2019,,,IG5,62.6,0.000247748,0.00327334,0.008483899,0.01942422,0.201,115.835,IG5,62.6,0.000247748,0.00327334,0.008483899,0.01942422,0.493,112.292,IG5,62.6,0.000247748,0.00327334,0.008483899,0.01942422,1.929,102.766,IG5,62.6,0.000247748,0.00327334,0.008483899,0.01942422,2.77,109.179,IG5,62.6,0.000247748,0.00327334,0.008483899,0.01942422,2.894,114.889,IG5,62.6,0.000247748,0.00327334,0.008483899,0.01942422
11/11/2019,,,IG5,62.8,0.000244679,0.003250638,0.008440038,0.019349462,0.219,115.698,IG5,62.8,0.000244679,0.003250638,0.008440038,0.019349462,0.529,111.969,IG5,62.8,0.000244679,0.003250638,0.008440038,0.019349462,1.953,102.554,IG5,62.8,0.000244679,0.003250638,0.008440038,0.019349462,2.77,109.179,IG5,62.8,0.000244679,0.003250638,0.008440038,0.019349462,2.894,114.889,IG5,62.8,0.000244679,0.003250638,0.008440038,0.019349462
11/12/2019,,,IG5,62.6,0.000236882,0.003193722,0.008331246,0.019167463,0.219,115.697,IG5,62.6,0.000236882,0.003193722,0.008331246,0.019167463,0.535,111.919,IG5,62.6,0.000236882,0.003193722,0.008331246,0.019167463,1.939,102.676,IG5,62.6,0.000236882,0.003193722,0.008331246,0.019167463,2.786,109.052,IG5,62.6,0.000236882,0.003193722,0.008331246,0.019167463,2.901,114.823,IG5,62.6,0.000236882,0.003193722,0.008331246,0.019167463
11/13/2019,,,IG5,62.5,0.000232934,0.003165607,0.008278516,0.019082143,0.201,115.808,IG5,62.5,0.000232934,0.003165607,0.008278516,0.019082143,0.523,112.019,IG5,62.5,0.000232934,0.003165607,0.008278516,0.019082143,1.897,103.041,IG5,62.5,0.000232934,0.003165607,0.008278516,0.019082143,2.741,109.402,IG5,62.5,0.000232934,0.003165607,0.008278516,0.019082143,2.854,115.228,IG5,62.5,0.000232934,0.003165607,0.008278516,0.019082143
11/14/2019,,,IG5,62.4,0.000232297,0.00316227,0.008273718,0.019078307,0.185,115.903,IG5,62.4,0.000232297,0.00316227,0.008273718,0.019078307,0.505,112.165,IG5,62.4,0.000232297,0.00316227,0.008273718,0.019078307,1.841,103.537,IG5,62.4,0.000232297,0.00316227,0.008273718,0.019078307,2.692,109.778,IG5,62.4,0.000232297,0.00316227,0.008273718,0.019078307,2.833,115.397,IG5,62.4,0.000232297,0.00316227,0.008273718,0.019078307
11/15/2019,,,IG5,62.1,0.000221337,0.003077513,0.008107481,0.018790794,0.205,115.759,IG5,62.1,0.000221337,0.003077513,0.008107481,0.018790794,0.534,111.904,IG5,62.1,0.000221337,0.003077513,0.008107481,0.018790794,1.859,103.378,IG5,62.1,0.000221337,0.003077513,0.008107481,0.018790794,2.716,109.585,IG5,62.1,0.000221337,0.003077513,0.008107481,0.018790794,2.833,115.389,IG5,62.1,0.000221337,0.003077513,0.008107481,0.018790794
11/18/2019,,,IG5,62.6,0.000216436,0.003039273,0.00803243,0.018661294,0.222,115.633,IG5,62.6,0.000216436,0.003039273,0.00803243,0.018661294,0.558,111.69,IG5,62.6,0.000216436,0.003039273,0.00803243,0.018661294,1.885,103.147,IG5,62.6,0.000216436,0.003039273,0.00803243,0.018661294,2.694,109.754,IG5,62.6,0.000216436,0.003039273,0.00803243,0.018661294,2.818,115.52,IG5,62.6,0.000216436,0.003039273,0.00803243,0.018661294
11/19/2019,,,IG5,62.9,0.000222969,0.00308982,0.008131198,0.018830641,0.228,115.584,IG5,62.9,0.000222969,0.00308982,0.008131198,0.018830641,0.57,111.588,IG5,62.9,0.000222969,0.00308982,0.008131198,0.018830641,1.865,103.317,IG5,62.9,0.000222969,0.00308982,0.008131198,0.018830641,2.683,109.836,IG5,62.9,0.000222969,0.00308982,0.008131198,0.018830641,2.786,115.799,IG5,62.9,0.000222969,0.00308982,0.008131198,0.018830641
11/20/2019,,,IG5,62.9,0.000222925,0.003089093,0.008129339,0.018826309,0.24,115.495,IG5,62.9,0.000222925,0.003089093,0.008129339,0.018826309,0.587,111.439,IG5,62.9,0.000222925,0.003089093,0.008129339,0.018826309,1.875,103.233,IG5,62.9,0.000222925,0.003089093,0.008129339,0.018826309,2.649,110.107,IG5,62.9,0.000222925,0.003089093,0.008129339,0.018826309,2.758,116.042,IG5,62.9,0.000222925,0.003089093,0.008129339,0.018826309
11/21/2019,,,IG5,63,0.000225705,0.003108939,0.008166348,0.018885295,0.27,115.271,IG5,63,0.000225705,0.003108939,0.008166348,0.018885295,0.625,111.095,IG5,63,0.000225705,0.003108939,0.008166348,0.018885295,1.913,102.899,IG5,63,0.000225705,0.003108939,0.008166348,0.018885295,2.682,109.832,IG5,63,0.000225705,0.003108939,0.008166348,0.018885295,2.785,115.785,IG5,63,0.000225705,0.003108939,0.008166348,0.018885295
11/22/2019,,,IG5,62.9,0.000222657,0.003087216,0.008125891,0.018820961,0.242,115.459,IG5,62.9,0.000222657,0.003087216,0.008125891,0.018820961,0.591,111.387,IG5,62.9,0.000222657,0.003087216,0.008125891,0.018820961,1.852,103.426,IG5,62.9,0.000222657,0.003087216,0.008125891,0.018820961,2.644,110.13,IG5,62.9,0.000222657,0.003087216,0.008125891,0.018820961,2.78,115.827,IG5,62.9,0.000222657,0.003087216,0.008125891,0.018820961
11/25/2019,,,IG5,63.8,0.000221403,0.003077519,0.008106923,0.018788349,0.229,115.54,IG5,63.8,0.000221403,0.003077519,0.008106923,0.018788349,0.576,111.514,IG5,63.8,0.000221403,0.003077519,0.008106923,0.018788349,1.845,103.495,IG5,63.8,0.000221403,0.003077519,0.008106923,0.018788349,2.628,110.256,IG5,63.8,0.000221403,0.003077519,0.008106923,0.018788349,2.736,116.21,IG5,63.8,0.000221403,0.003077519,0.008106923,0.018788349
11/26/2019,,,IG5,63.9,0.000223018,0.00309074,0.008133615,0.018836404,0.192,115.787,IG5,63.9,0.000223018,0.00309074,0.008133615,0.018836404,0.54,111.822,IG5,63.9,0.000223018,0.00309074,0.008133615,0.018836404,1.793,103.948,IG5,63.9,0.000223018,0.00309074,0.008133615,0.018836404,2.575,110.665,IG5,63.9,0.000223018,0.00309074,0.008133615,0.018836404,2.718,116.362,IG5,63.9,0.000223018,0.00309074,0.008133615,0.018836404
11/27/2019,,,IG5,63.9,0.000223527,0.003094862,0.008141898,0.018851222,0.192,115.778,IG5,63.9,0.000223527,0.003094862,0.008141898,0.018851222,0.533,111.877,IG5,63.9,0.000223527,0.003094862,0.008141898,0.018851222,1.81,103.795,IG5,63.9,0.000223527,0.003094862,0.008141898,0.018851222,2.612,110.369,IG5,63.9,0.000223527,0.003094862,0.008141898,0.018851222,2.74,116.152,IG5,63.9,0.000223527,0.003094862,0.008141898,0.018851222
11/28/2019,,,IG5,63.8,0.000221384,0.003078006,0.008108596,0.018793103,0.187,115.796,IG5,63.8,0.000221384,0.003078006,0.008108596,0.018793103,0.528,111.909,IG5,63.8,0.000221384,0.003078006,0.008108596,0.018793103,1.81,103.796,IG5,63.8,0.000221384,0.003078006,0.008108596,0.018793103,2.612,110.369,IG5,63.8,0.000221384,0.003078006,0.008108596,0.018793103,2.74,116.152,IG5,63.8,0.000221384,0.003078006,0.008108596,0.018793103
11/29/2019,,,IG5,63.8,0.000218838,0.003057868,0.008068728,0.018723379,0.188,115.78,IG5,63.8,0.000218838,0.003057868,0.008068728,0.018723379,0.53,111.884,IG5,63.8,0.000218838,0.003057868,0.008068728,0.018723379,1.839,103.538,IG5,63.8,0.000218838,0.003057868,0.008068728,0.018723379,2.599,110.467,IG5,63.8,0.000218838,0.003057868,0.008068728,0.018723379,2.731,116.226,IG5,63.8,0.000218838,0.003057868,0.008068728,0.018723379
